OTU_ID,Mean_abundance,Observed_frequency,Predicted_frequency,Partition,Kingdom,Phylum,Class,Order,Family,Genus,Species
X695106,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
X703883,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,
X719608,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
X778968,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
X831282,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
X83383,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,,
X841494,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,,,,
X847729,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
X861123,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
X93965,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
New.0.CleanUp.ReferenceOTU100544,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,,,
New.0.CleanUp.ReferenceOTU101457,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
New.0.CleanUp.ReferenceOTU101458,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
New.0.CleanUp.ReferenceOTU103648,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
New.0.CleanUp.ReferenceOTU104100,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,,,
New.0.CleanUp.ReferenceOTU105316,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.CleanUp.ReferenceOTU10580,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,aurantiacum
New.0.CleanUp.ReferenceOTU107255,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
New.0.CleanUp.ReferenceOTU10782,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.0.CleanUp.ReferenceOTU108522,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,
New.0.CleanUp.ReferenceOTU108932,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.CleanUp.ReferenceOTU109058,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.CleanUp.ReferenceOTU112141,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.CleanUp.ReferenceOTU114664,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,,,,
New.0.CleanUp.ReferenceOTU114691,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.CleanUp.ReferenceOTU114879,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.CleanUp.ReferenceOTU116118,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
New.0.CleanUp.ReferenceOTU116178,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU116622,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
New.0.CleanUp.ReferenceOTU117873,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
New.0.CleanUp.ReferenceOTU119790,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
New.0.CleanUp.ReferenceOTU121220,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.CleanUp.ReferenceOTU122372,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.CleanUp.ReferenceOTU123791,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.0.CleanUp.ReferenceOTU125975,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.CleanUp.ReferenceOTU127033,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,rhizosphaerae
New.0.CleanUp.ReferenceOTU128080,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.CleanUp.ReferenceOTU128227,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
New.0.CleanUp.ReferenceOTU128949,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.CleanUp.ReferenceOTU129454,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.CleanUp.ReferenceOTU130550,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
New.0.CleanUp.ReferenceOTU131580,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.CleanUp.ReferenceOTU131630,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
New.0.CleanUp.ReferenceOTU132436,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.CleanUp.ReferenceOTU13391,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
New.0.CleanUp.ReferenceOTU134749,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.CleanUp.ReferenceOTU135070,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
New.0.CleanUp.ReferenceOTU136121,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.CleanUp.ReferenceOTU136522,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.CleanUp.ReferenceOTU137349,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,
New.0.CleanUp.ReferenceOTU142105,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.CleanUp.ReferenceOTU144039,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,
New.0.CleanUp.ReferenceOTU145001,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.CleanUp.ReferenceOTU145954,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU150198,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
New.0.CleanUp.ReferenceOTU150637,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.0.CleanUp.ReferenceOTU151120,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU151165,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.CleanUp.ReferenceOTU152212,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus,
New.0.CleanUp.ReferenceOTU152919,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,
New.0.CleanUp.ReferenceOTU15305,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
New.0.CleanUp.ReferenceOTU154155,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
New.0.CleanUp.ReferenceOTU154840,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylopila,
New.0.CleanUp.ReferenceOTU156224,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.CleanUp.ReferenceOTU156436,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.CleanUp.ReferenceOTU15959,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.CleanUp.ReferenceOTU16714,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.0.CleanUp.ReferenceOTU17079,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.0.CleanUp.ReferenceOTU17116,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
New.0.CleanUp.ReferenceOTU17387,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.0.CleanUp.ReferenceOTU18016,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
New.0.CleanUp.ReferenceOTU18665,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,
New.0.CleanUp.ReferenceOTU18923,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU19662,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.CleanUp.ReferenceOTU21989,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU23831,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,
New.0.CleanUp.ReferenceOTU24408,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.CleanUp.ReferenceOTU24604,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
New.0.CleanUp.ReferenceOTU24747,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
New.0.CleanUp.ReferenceOTU24847,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Candidatus Rhabdochlamydia,
New.0.CleanUp.ReferenceOTU24858,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
New.0.CleanUp.ReferenceOTU25774,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.CleanUp.ReferenceOTU26829,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.CleanUp.ReferenceOTU2770,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
New.0.CleanUp.ReferenceOTU27976,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
New.0.CleanUp.ReferenceOTU28627,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,
New.0.CleanUp.ReferenceOTU29562,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
New.0.CleanUp.ReferenceOTU29840,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Clostridia,,,,
New.0.CleanUp.ReferenceOTU32160,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.CleanUp.ReferenceOTU36442,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.CleanUp.ReferenceOTU36455,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.0.CleanUp.ReferenceOTU38793,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
New.0.CleanUp.ReferenceOTU40349,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,FAC87,,,
New.0.CleanUp.ReferenceOTU40372,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.CleanUp.ReferenceOTU40575,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
New.0.CleanUp.ReferenceOTU40675,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
New.0.CleanUp.ReferenceOTU40777,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.CleanUp.ReferenceOTU42193,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.CleanUp.ReferenceOTU42550,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
New.0.CleanUp.ReferenceOTU42787,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
New.0.CleanUp.ReferenceOTU43420,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.0.CleanUp.ReferenceOTU45740,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Bacilli,,,,
New.0.CleanUp.ReferenceOTU50164,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
New.0.CleanUp.ReferenceOTU50334,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.CleanUp.ReferenceOTU50608,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
New.0.CleanUp.ReferenceOTU50856,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
New.0.CleanUp.ReferenceOTU51288,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.CleanUp.ReferenceOTU51670,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,
New.0.CleanUp.ReferenceOTU53055,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,,,
New.0.CleanUp.ReferenceOTU54642,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.CleanUp.ReferenceOTU55232,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,,,,,,
New.0.CleanUp.ReferenceOTU59230,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
New.0.CleanUp.ReferenceOTU59538,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.CleanUp.ReferenceOTU60219,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.CleanUp.ReferenceOTU61151,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.CleanUp.ReferenceOTU62226,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.CleanUp.ReferenceOTU62445,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU64740,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU65596,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
New.0.CleanUp.ReferenceOTU68089,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.0.CleanUp.ReferenceOTU68910,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
New.0.CleanUp.ReferenceOTU70763,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
New.0.CleanUp.ReferenceOTU71134,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.CleanUp.ReferenceOTU71620,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
New.0.CleanUp.ReferenceOTU72592,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.CleanUp.ReferenceOTU73386,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
New.0.CleanUp.ReferenceOTU74183,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.CleanUp.ReferenceOTU74186,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU75890,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.CleanUp.ReferenceOTU7777,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU77924,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.CleanUp.ReferenceOTU77979,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.CleanUp.ReferenceOTU78784,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.CleanUp.ReferenceOTU80766,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.CleanUp.ReferenceOTU80767,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.CleanUp.ReferenceOTU80843,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,
New.0.CleanUp.ReferenceOTU84266,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
New.0.CleanUp.ReferenceOTU84290,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
New.0.CleanUp.ReferenceOTU84452,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
New.0.CleanUp.ReferenceOTU86406,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
New.0.CleanUp.ReferenceOTU87037,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.CleanUp.ReferenceOTU87082,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.CleanUp.ReferenceOTU88838,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.CleanUp.ReferenceOTU88913,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.CleanUp.ReferenceOTU90988,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
New.0.CleanUp.ReferenceOTU91127,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.CleanUp.ReferenceOTU92108,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU94627,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.CleanUp.ReferenceOTU94898,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.CleanUp.ReferenceOTU95819,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
New.0.CleanUp.ReferenceOTU96548,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU97760,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.0.CleanUp.ReferenceOTU97995,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,
New.0.CleanUp.ReferenceOTU99262,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.ReferenceOTU10154,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.ReferenceOTU10483,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,ASSO-13,,,
New.0.ReferenceOTU10947,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
New.0.ReferenceOTU11158,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,[Chromatiaceae],Rheinheimera,
New.0.ReferenceOTU11334,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU11788,1.57E-05,0.066666667,0.011299971,Neutral,Bacteria,Proteobacteria,,,,,
